"cluster","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"asia","p_prevent","a5_1",108703.543307087,109979.349669955,109301.54210759,49562252.0089783,49562252.0089783,49562252.0089783,541724591.187642,541724591.187642,541724591.187642,217075.518680671,218351.325043539,217753.326243036,21431.187900098,21557.1442771826,21498.1057235239,2562235.66253248,2591694.47900566,2576031.56562312,5003349.0204836,5032807.83695678,5019011.93386614,590755.892845671,594234.046391849,592605.168156202,29652523.0329702,29652523.0329702,29652523.0329702,23539416.0748332,23539416.0748332,23539416.0748332,0,0,0,2480.97688933018,2495.55820241778,2487.79020065585,107.638640046947,108.272396942495,107.934509486283,7.32064244379164e-08,7.36366766499963e-08,7.34350078746823e-08
"east africa","suspect_bite_incidence","a1",323557.432562873,372038.528443006,347462.887103301,9032764.25173166,10583496.449591,9794563.48105157,140224101.242812,163012994.669888,151284401.394164,185601.165265357,218568.756974301,201339.966280841,18323.8233010068,21578.6106525342,19877.6659633905,6292183.97456348,7248007.11495282,6763699.61458608,3619974.5459638,4278983.70281789,3930326.83694911,427778.9099809,505664.047690045,464458.118669109,2011991.04371471,2327146.69715541,2164250.96611728,860597.971156556,1048411.66121519,955391.574453452,0,0,0,641.55601735567,878.297258731242,751.387835156102,32.77042189959,45.0315306364914,38.4915574887908,7.9754819707854e-07,1.08633066562146e-06,9.30298608770174e-07
"east africa","suspect_bite_incidence","a3_1",186363.784823823,211865.18635928,199354.963368692,7209228.97592851,7892970.77814161,7560043.13590319,105171611.059954,115839285.724033,110679161.605509,324143.588061918,371727.878821193,348327.447697049,32001.6839512244,36699.5323431247,34389.2808720569,3808623.80425649,4344692.08722504,4080026.32397389,6151332.91448774,7021906.52487463,6591285.21547197,727066.853805679,829968.238430441,779068.983917424,4217256.3336618,4602422.31711051,4413106.13506874,2814909.49395747,3087522.51131309,2954499.41722478,0,0,0,282.926347610702,357.37028277081,317.744588711739,14.9776432778464,18.8315747715761,16.7917421242381,7.04289101973201e-07,8.81444829080204e-07,7.89302221691577e-07
"east africa","suspect_bite_incidence","a5_1",72755.9335924169,125171.252571193,93065.9277572963,3645699.33009126,4737621.91549962,4043294.0349741,63040548.6966901,77952784.9643343,69178786.2944374,51781.0424625,106232.494180447,74214.0665678517,5112.18057854446,10488.0023215623,7326.92297644909,1638880.98625125,2797458.20188387,2078951.04983701,1156242.51647215,2319664.88755177,1630060.77058695,136654.860044282,274155.456050241,192653.688718676,2026515.7458842,2471642.72877032,2209907.47194603,1244101.50287149,1499824.84660059,1351945.47421819,0,0,0,593.420583626787,1505.43096966014,932.151942262715,27.1765758213569,67.4190611863838,42.4393909372641,2.09500515020881e-07,5.24212527813823e-07,3.35824316221255e-07
"east africa","non_suspect_bite_incidence","a1",324589.601071758,346582.483186922,335616.611324445,8836731.31591992,10177397.2383081,9492649.46450143,136962877.038725,158764715.913297,147692548.703202,183442.328177398,205435.210292562,194408.200039875,18110.6880586775,20281.9766127228,19193.3143345537,6318512.7208064,6746277.3291745,6533259.37387592,3581988.91503962,4009753.52340772,3795006.87033821,423288.268152823,473851.712790789,448468.132100606,1950724.6114613,2272012.00589443,2108407.89113207,838662.293218884,1023690.41735546,929240.781068321,0,0,0,666.696214556768,865.474819746965,759.703287582052,34.1574304353565,44.323061762334,38.9175971873907,8.07400346923702e-07,1.05312256320316e-06,9.22061622220031e-07
"east africa","non_suspect_bite_incidence","a3_1",193141.450098067,193142.857650097,193142.1513416,7007887.63166535,7799347.24922276,7409262.16189375,104058659.734963,113370661.745258,108781074.308562,336881.953714224,336883.361266253,336882.66002272,33259.3030023911,33259.4419656063,33259.3727340228,3953552.58464045,3953578.76511085,3953565.62777148,6374687.47910327,6374713.65957367,6374700.61644264,753474.587824545,753477.681943613,753476.140451049,4077509.75275044,4566300.2362876,4325391.06767503,2732751.67943341,3050384.64378625,2893833.5325362,0,0,0,308.886314075693,336.529340605254,322.904937586354,16.3236602131431,17.7845050627024,17.0644993159328,7.37756906646393e-07,8.26198787235302e-07,7.78849021399123e-07
"east africa","non_suspect_bite_incidence","a5_1",91389.6695981734,91389.8932872307,91389.7810402384,3625673.18098198,4417132.79853939,4027047.71121038,63870251.2282636,73182253.2385583,68592665.8018624,73147.2703915753,73147.4940806326,73147.3826385676,7221.60152222045,7221.62360634236,7221.61260401538,2041626.93789926,2041631.80685048,2041629.3636146,1606307.79349831,1606312.66244952,1606310.23673418,189844.330078706,189844.905475441,189844.618812333,1957160.48440212,2445950.96793928,2205041.79932671,1189496.6069829,1507129.57133573,1350578.46008569,0,0,0,873.170735799338,1000.47825225461,937.732333373967,39.7620293491714,45.5592966271911,42.7020037806142,2.99054524601538e-07,3.7374295395596e-07,3.31727873189989e-07
"east africa","p_rabid","a1",319054.659905345,351624.528218401,335383.573824518,8923497.41523361,10052233.766228,9481283.12682813,139240053.584888,156026726.79676,147716496.348407,181368.434323514,207439.800566869,194267.546761283,17905.938996519,20479.8835489471,19179.4280757043,6210861.49841709,6844917.25850109,6528890.16042976,3539211.15522033,4048658.29607325,3792093.91168218,418232.28915561,478447.875730753,448124.07210842,1986165.71556951,2225146.00673085,2107263.77672561,850179.21569337,1011113.6441559,930203.008980246,0,0,0,671.231138886499,860.274983233572,760.37659820722,34.3916535806283,44.0851703822817,38.9538075239491,8.15085543936856e-07,1.04442342822028e-06,9.21894776092758e-07
"east africa","p_rabid","a3_1",186106.317689149,200171.627031812,193277.567803396,7402357.42452446,7402357.42452446,7402357.42452446,108699835.88927,108699835.88927,108699835.88927,324981.687544009,348776.946930422,337070.04172281,32084.4268951953,34433.6585273075,33277.8723439653,3809685.5489775,4097347.62464329,3956324.28364988,6149867.60640774,6599471.35921645,6378195.40060046,726897.661799229,780045.363916584,753889.56326943,4321126.83252953,4321126.83252953,4321126.83252953,2891062.48503102,2891062.48503102,2891062.48503102,0,0,0,311.660036151858,334.479880114937,322.484416988501,16.470991382888,17.6751505635686,17.0424123223062,7.52076252651369e-07,8.07143507811023e-07,7.8005125696691e-07
"east africa","p_rabid","a5_1",87954.1417084964,94830.5667843085,91466.9288762312,4020142.97384109,4020142.97384109,4020142.97384109,68511427.3825709,68511427.3825709,68511427.3825709,70457.5762382507,75834.9786473569,73200.4994812269,6956.05642001807,7486.95056296159,7226.85666397484,1965134.07550746,2118200.12312799,2043320.2238928,1547507.1143944,1665027.95594161,1607439.85405222,182894.091199597,196785.050786364,189978.224954545,2200777.56418121,2200777.56418121,2200777.56418121,1347807.41258051,1347807.41258051,1347807.41258051,0,0,0,903.427792881151,972.378430261368,935.942075096652,41.1473135559614,44.272124338105,42.621456230452,3.2014855742345e-07,3.44582659699965e-07,3.32611985293757e-07
"east africa","p_transmission","a1",270598.285037131,406104.792327089,336272.811721119,8948860.25210918,10056847.2681273,9481013.05510343,139634089.917819,156297770.91468,147557223.844564,155000.602263774,239399.50596869,194574.244444763,15302.7253000828,23635.1654336159,19209.7073799904,5267090.47208216,7904469.1288478,6545994.39646869,3025435.17182175,4676326.98929153,3798122.84984706,357528.638263052,552625.6178598,448836.592750346,1995130.68661353,2226518.34904537,2105981.88860487,852376.292157665,1013741.26033352,928684.346927983,0,0,0,583.268078824195,1008.36879748827,758.359485170472,29.8597788900502,51.6612526919776,38.8500397901837,6.9615686001524e-07,1.19991892047452e-06,9.23912240164901e-07
"east africa","p_transmission","a3_1",154239.556171086,233566.829693109,192941.605046723,7402357.42452446,7402357.42452446,7402357.42452446,108699835.88927,108699835.88927,108699835.88927,269028.3933492,407392.739782618,336532.857392586,26560.332935607,40220.6126627325,33224.8378129966,3157240.74357348,4781047.78368647,3949460.49765297,5090720.44910209,7708935.59705721,6368081.43686309,601712.398215863,911179.895316688,752693.767414354,4321126.83252953,4321126.83252953,4321126.83252953,2891062.48503102,2891062.48503102,2891062.48503102,0,0,0,266.818294177927,404.045961602934,322.999176756358,14.1004986383289,21.3525446891201,17.0694795547112,6.22588514005072e-07,9.42792830600938e-07,7.78808098987422e-07
"east africa","p_transmission","a5_1",72982.1509947228,110517.731067236,91294.8871830053,4020142.97384109,4020142.97384109,4020142.97384109,68511427.3825709,68511427.3825709,68511427.3825709,58414.1655492996,88457.2363929841,73071.4300576464,5767.04810161508,8733.10664317778,7214.11404294727,1630406.61898038,2468943.94401473,2039509.45370948,1282770.05031361,1942513.30398537,1604642.32464586,151606.449144741,229579.373454482,189647.493669713,2200777.56418121,2200777.56418121,2200777.56418121,1347807.41258051,1347807.41258051,1347807.41258051,0,0,0,774.514671453209,1172.85639088261,937.595272578105,35.2694765292001,53.4089701937003,42.6957623704032,2.65425122920282e-07,4.01936287577043e-07,3.3202551337728e-07
"east africa","p_prevent","a1",324774.604120328,346861.167085227,335801.555211741,8926847.05537086,10042464.6046964,9477237.69647503,139486188.378338,155646895.412042,147444429.649147,183163.644279094,205250.207243992,194223.25615258,18083.1744678978,20263.7118396149,19175.0554022536,6324639.5643191,6750983.54222752,6537055.79838181,3577282.70198661,4003626.67989502,3791210.44583231,422735.98101549,473126.139188295,448019.213069942,1993109.64894986,2219850.81962481,2105006.20922566,845469.494666428,1008518.97203147,926829.514458796,0,0,0,679.590974602636,849.769592784888,759.149200615378,34.8399587500989,43.5098113228806,38.8911224411804,8.25116907225557e-07,1.02979887409675e-06,9.22673079544149e-07
"east africa","p_prevent","a3_1",192129.348254632,194301.91282025,193145.617196049,7402357.42452446,7402357.42452446,7402357.42452446,108699835.88927,108699835.88927,108699835.88927,335722.89854407,337895.463109688,336879.194168271,33144.8731058781,33359.3636191973,33259.030561039,3933859.17187498,3975750.92488032,3953629.05290007,6352515.3193338,6394407.07233914,6374637.19131406,750853.703888009,755805.561972002,753468.647946875,4321126.83252953,4321126.83252953,4321126.83252953,2891062.48503102,2891062.48503102,2891062.48503102,0,0,0,321.696642177121,323.778438589291,322.667109667136,16.9992048769436,17.1113063763016,17.0519250942441,7.76933683169727e-07,7.81961456363661e-07,7.79609595423671e-07
"east africa","p_prevent","a5_1",91067.7017833669,91741.7366156744,91389.7288192794,4020142.97384109,4020142.97384109,4020142.97384109,68511427.3825709,68511427.3825709,68511427.3825709,72795.4270631316,73469.4618954392,73147.4348595266,7186.86512942451,7253.41048299635,7221.61775962755,2034388.78868267,2049547.56156033,2041625.8379014,1598392.03878845,1613550.81166611,1606313.76244739,188909.017461124,190700.180257162,189845.03081502,2200777.56418121,2200777.56418121,2200777.56418121,1347807.41258051,1347807.41258051,1347807.41258051,0,0,0,932.515709453208,941.150153884729,936.621051908945,42.4600371350114,42.8627181066924,42.6513356134025,3.30771397563819e-07,3.33834109776439e-07,3.32370867688035e-07
"west africa","suspect_bite_incidence","a1",214264.241807186,245599.503740061,230706.388788225,3437486.44257007,4021221.5811292,3727671.49880415,83305332.709137,96349869.3977842,89790260.4446262,116408.823227822,135569.350646954,125641.298391171,11492.6795015272,13384.3385236046,12404.1729357537,4033061.48466746,4609044.73049126,4327476.56945269,2173250.89730583,2542786.18567689,2356506.99626086,259552.190237488,303685.530838369,281438.449161028,1208262.58382988,1396797.75067396,1298955.42157719,506831.606297536,623964.361187823,564880.327824888,0,0,0,614.485002042078,827.68527957043,714.655623544048,32.7614382909513,44.3344436287724,38.1031164291466,8.33397842827667e-07,1.12201894241593e-06,9.67248731589402e-07
"west africa","suspect_bite_incidence","a3_1",115623.479083559,131733.029767258,123797.771516928,3785004.19707715,4220491.6954498,4007619.44693285,76062635.3504087,84262939.4146251,80320275.7692617,216205.51330816,248275.628550556,232548.9942291,21345.2949872274,24511.477290579,22958.8358078926,2299601.60570126,2626951.28825207,2464609.67232025,3936048.940552,4498365.15957674,4219215.97244213,470114.40589474,537275.781619256,503934.828078668,2630792.69601853,2935856.96321569,2786194.64939035,1809296.87086517,2029273.76386952,1921327.60346571,0,0,0,306.363680537093,389.735387064456,345.390768235845,16.9089508415021,21.4080009388318,19.0367775183529,7.36430677710357e-07,9.43729351713267e-07,8.34647336215306e-07
"west africa","suspect_bite_incidence","a5_1",44260.9601093254,78628.6614457751,57912.3409056572,1370069.40028342,1867981.16058656,1573626.06346119,33062392.3554623,44456256.2518879,37705542.6029343,31775.1543441856,68378.1443776138,46507.9496019482,3137.06173521397,6750.76060775138,4591.58459150738,992865.472767806,1717116.21301788,1276699.79083628,701326.677425715,1461882.45239069,1004821.19854345,83779.7056006631,174630.72063036,120033.418727662,874565.724630409,1223473.09827753,1014957.05733507,542933.567980865,737389.626510423,624473.496171681,0,0,0,483.522807709982,1399.08860143814,810.733281635681,22.6163138502646,63.3887996604788,37.5246289166577,2.59712734092155e-07,7.81852552093901e-07,4.58225786656061e-07
"west africa","non_suspect_bite_incidence","a1",219544.507856575,230146.984429314,224893.997808879,3465136.33032627,3816247.13024221,3639161.63988068,83508039.9601111,91160057.6309894,87250693.0914714,117079.067208587,127681.543781326,122332.053829022,11558.8505961674,12605.5999901929,12077.4615569218,4119215.00005985,4315966.9159154,4217903.22509425,2196180.05984047,2392931.97569602,2294243.75066162,262318.580597214,285814.24851531,274029.517758458,1212746.95144915,1323386.10696234,1267033.68300914,508038.431601047,598250.847475546,552547.136931198,0,0,0,654.033758419553,778.619609845197,713.228384225592,34.8977909979332,41.5084624880945,38.0302629423355,8.84693186611475e-07,1.05282922895626e-06,9.65499619066868e-07
"west africa","non_suspect_bite_incidence","a3_1",120813.673757859,120814.604927546,120814.137667332,3802540.21699985,4043992.06599956,3924988.18568349,75548719.8338293,80493644.8212562,78056449.7290936,226411.446710355,226412.377880042,226411.913970569,22352.8949126713,22352.9868441459,22352.9410438126,2405021.70699083,2405038.28344939,2405029.96539558,4107108.69230648,4107125.26876504,4107117.01036029,490592.666575337,490594.6463709,490593.660035187,2640039.44105448,2815373.07504297,2728956.74449512,1820669.50880725,1941694.16101952,1882044.9875432,0,0,0,333.677515960971,355.519325505792,344.754162270984,18.3945496886551,19.5986156811575,19.0051682316804,8.04196959605078e-07,8.57609830971349e-07,8.29664722342299e-07
"west africa","non_suspect_bite_incidence","a5_1",56973.2234941665,56973.3684941701,56973.2957332828,1441533.33166057,1682985.18066028,1563981.30034422,34836312.3315687,39781237.3189956,37344042.226833,45937.5080008495,45937.653000853,45937.5807617368,4535.26667406795,4535.28098946538,4535.27385752307,1255175.19698234,1255178.30829062,1255176.74703858,991358.266045112,991361.377353393,991359.82729715,118433.268989118,118433.640608725,118433.455467543,922103.545485585,1097437.17947408,1011020.84892623,561869.388504306,682894.04071658,623244.867240255,0,0,0,758.338967184975,865.985967681571,812.930102273438,35.1398724293356,40.1280129308826,37.6695133276159,4.18588953063027e-07,4.98183237942785e-07,4.54368283409046e-07
"west africa","p_rabid","a1",214029.18769864,236912.19204193,225081.654670361,3450399.47577299,3805808.81777969,3638548.57058098,83455052.6396789,90760515.6304677,87263504.1484147,114690.735772862,130340.915228319,122445.380962878,11323.0580937341,12868.1514263155,12088.6499908577,4013396.94974805,4444807.67956623,4221391.78494372,2152367.39834526,2443965.36564979,2296400.56977967,257085.266358622,291912.80589641,274287.133637706,1215605.2383051,1319576.68408467,1267266.39905053,507706.869024882,597233.935862082,552007.88623996,0,0,0,640.282849736707,791.350016362381,712.672895148824,34.1473957907297,42.167761740047,38.0001230172083,8.69147940821776e-07,1.07223061501489e-06,9.66216582832284e-07
"west africa","p_rabid","a3_1",115359.061182466,125780.003783856,120861.972345301,3922881.74643165,3922881.74643165,3922881.74643165,78013309.9306862,78013309.9306862,78013309.9306862,216134.679963276,235758.770257329,226500.21392912,21338.3018323428,23275.7269690714,22361.6586229058,2296463.58937432,2503883.08575779,2405981.00992378,3920646.25416557,4276729.38625047,4108714.78990036,468316.179255222,510856.03220011,490784.480711734,2727427.12419885,2727427.12419885,2727427.12419885,1880989.16180023,1880989.16180023,1880989.16180023,0,0,0,330.903108484724,360.947673663206,344.429299104765,18.2413482091002,19.8980741625949,18.9872779980861,7.92448964247811e-07,8.64399888692096e-07,8.30453770586636e-07
"west africa","p_rabid","a5_1",54406.0485901048,59309.0237752773,56996.219507896,1561874.86109237,1561874.86109237,1561874.86109237,37300902.4284256,37300902.4284256,37300902.4284256,43853.9053369729,47829.7916756922,45955.8731464593,4329.55909142537,4722.0859305291,4537.07980752846,1198630.2170592,1306636.49227027,1255681.00419009,946396.863082761,1032200.95991615,991753.743785086,113061.067151625,123313.101128592,118480.506722923,1009491.22862996,1009491.22862996,1009491.22862996,622189.041497289,622189.041497289,622189.041497289,0,0,0,779.867549525256,850.571964841122,811.667799446422,36.137248343051,39.4135947438825,37.6110528063796,4.34415912622535e-07,4.73800963487368e-07,4.5523796386848e-07
"west africa","p_transmission","a1",181652.384125459,271996.120964376,224527.828763862,3464473.4996225,3816902.71175444,3637132.49909086,83462140.2453326,90954304.8540895,87210654.6646475,97519.2002437775,148301.78042842,122062.567781253,9627.76602812639,14641.3715447847,12050.8560411949,3407672.18252097,5101942.84954476,4211284.24223957,1829182.66780011,2781613.29087708,2288948.5995957,218480.150715287,332240.03249201,273396.249073793,1211546.14974079,1320629.64133524,1266665.43784891,506480.035190747,599008.840719779,551900.811696521,0,0,0,562.785827683416,932.680996426579,714.475012691333,30.0049401255974,49.7240141486127,38.1007483872953,7.38429588368008e-07,1.2240704199353e-06,9.63652785762778e-07
"west africa","p_transmission","a3_1",96479.8085380135,146100.546511542,120688.692167484,3922881.74643165,3922881.74643165,3922881.74643165,78013309.9306862,78013309.9306862,78013309.9306862,180808.453719916,273800.287933748,226176.818831267,17850.6538606868,27031.447182402,22329.7308350548,1920610.15259667,2908403.18330469,2402532.73676406,3279869.21799695,4966743.09748718,4102852.37990375,391779.206656847,593275.689095203,490084.251450626,2727427.12419885,2727427.12419885,2727427.12419885,1880989.16180023,1880989.16180023,1880989.16180023,0,0,0,284.927786305189,431.469371733767,344.921775510894,15.7071361251109,23.785494099161,19.0144081987459,6.62926800557601e-07,1.00387755736708e-06,8.29268055687109e-07
"west africa","p_transmission","a5_1",45497.7959557396,68897.8487461839,56914.1379696139,1561874.86109237,1561874.86109237,1561874.86109237,37300902.4284256,37300902.4284256,37300902.4284256,36684.9146333342,55552.3839190143,45889.8814707233,3621.78703238564,5484.51334034651,4530.56465551529,1002360.41054498,1517886.18087966,1253873.44423395,791681.885123719,1198852.89363876,990330.448758994,94578.7984296954,143221.751448738,118310.48008182,1009491.22862996,1009491.22862996,1009491.22862996,622189.041497289,622189.041497289,622189.041497289,0,0,0,671.454576689343,1016.79131057679,812.835013579687,31.1138277484652,47.1160236571491,37.6651071116395,3.63400033530965e-07,5.50300808402344e-07,4.54584251643306e-07
"west africa","p_prevent","a1",219945.532693387,230646.131093767,225105.50577132,3457143.21308467,3816472.85137677,3633299.83408446,83434802.4775502,90811644.8630376,87101231.1364661,116579.920544134,127280.518944515,122120.545866581,11509.5714051255,12566.0080606997,12056.5800364584,4125801.3338968,4324748.11233388,4222049.58580978,2187398.86342199,2386345.64185907,2290097.38994609,261269.1640708,285026.759829166,273533.372568414,1209345.73152321,1317161.36849725,1264999.58630807,508757.079240291,597266.904971281,551650.330734157,0,0,0,655.519031266065,778.964717415969,713.239778928158,34.9634189674849,41.5158142310502,38.0338545945054,8.85084571506527e-07,1.0524742067283e-06,9.65380124929464e-07
"west africa","p_prevent","a3_1",120148.565428215,121576.361871618,120815.505790682,3922881.74643165,3922881.74643165,3922881.74643165,78013309.9306862,78013309.9306862,78013309.9306862,225649.689766283,227077.486209686,226410.545847219,22277.6890290146,22418.6509119926,22352.8059732678,2392667.66896571,2418979.91344188,2405055.91102271,4093167.062314,4119479.30679016,4107091.06473316,488927.298802115,492070.41000589,490590.560254733,2727427.12419885,2727427.12419885,2727427.12419885,1880989.16180023,1880989.16180023,1880989.16180023,0,0,0,343.553697166824,345.727530188446,344.565707567921,18.9376627774526,19.0594003965679,18.9947845570243,8.27335358529754e-07,8.32570315793084e-07,8.3012500623174e-07
"west africa","p_prevent","a5_1",56802.0960461483,57159.0117127842,56973.7322511062,1561874.86109237,1561874.86109237,1561874.86109237,37300902.4284256,37300902.4284256,37300902.4284256,45751.8647822353,46108.7804488712,45937.1442439133,4516.93869897117,4552.17586787282,4535.23076148188,1251458.33976921,1259205.55645949,1255186.24004039,987331.017876243,995078.234566528,991350.334295344,117952.122236802,118877.712943994,118432.32119132,1009491.22862996,1009491.22862996,1009491.22862996,622189.041497289,622189.041497289,622189.041497289,0,0,0,808.976122666864,815.287040341771,811.998722218522,37.4853967584513,37.7795306265776,37.6263578454727,4.53217061076676e-07,4.56752660559995e-07,4.55052435732971e-07
